Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Postdoctoral Research Fellow,$38K-$59K (Glassdoor est.),"Postdoctoral Research Fellow

Summary:

BGI/MGI/Complete Genomics is seeking highly motivated postdoctoral research fellows to participate in cutting-edge science and technology innovation. The Advanced Genomics Technology Lab of the BGI Innovation center has been recently established to promote the development of novel approaches to genome analysis. Join us in the building of devices and methods that will enable near perfect reference quality genome assemblies at a cost affordable to everyone in the world. Research fellows will have many opportunities to publish their work and participate in conferences. At the end of postdoc training, the candidates will have an opportunity to pursue full employment options.

Major Duties and Responsibilities:
Work together with a team of in-house technical experts, come up with ideas and contribute to the execution of the ideas independently and collaboratively.
Perform DNA engineering activities including standard molecular biology enzymatic reactions, PCR, qPCR, DNA cloning and sub-cloning, site specific mutagenesis, synthetic biology, and sequencing.
Develop algorithms for improved mapping and variant calling and/or de novo assembly.
Work in a fast-paced industrial environment.
Facilitate knowledge transfer between California and Shenzhen teams. Willing to travel if needed.
Minimum Qualifications:
PhD degrees in the field of life sciences (biology, molecular biology, biochemistry, biophysics, structural biology, genetics, bio-engineering, bioinformatics, etc.).
Less than a year of work experience in the related field.
Demonstration of success in graduate school (e.g., high quality publications).
Complete Genomics does not accept unsolicited agency resumes. Please do not forward unsolicited agency resumes to our website, employees or Human Resources.

Complete Genomics will not pay fees to any third party agency or firm and will not be responsible for any agency fees associated with unsolicited resumes. Unsolicited resumes received will be considered property of Complete Genomics and will be processed accordingly without fee.

Complete Genomics has the sole discretion to determine with whom we will enter into a contract. If you wish to work with Complete Genomics, please contact the Human Resources department at careers@completegenomics.com .

Complete Genomics provides equal employment opportunity without regard to race, color, religion, sex, national origin, sexual orientation, gender identity and/or expression, age, disability, veteran or uniformed service status, or any other characteristic protected by applicable law",3.3,"Complete Genomics
3.3","San Jose, CA",-1,201 to 500 Employees,2006,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Postdoctoral Associate,$38K-$59K (Glassdoor est.),"SummaryThe Department of Neuroscience at Baylor College of Medicine and Jan and Dan Duncan Neurological Research Institute at Texas Children's Hospital is seeking applicants for the Postdoctoral Associate research position. The Postdoc will work collaboratively within a multi-disciplinary research team aimed at understanding the cellular constituents of brain circuits in both health and diseases.Job PurposeThe specific goals of this position will be to use patch clamp recordings, single-cell RNA-sequencing, machine learning, and sophisticated genetics tools to decipher cellular constituents of brain circuits across cortical areas and species with molecular, electrophysiological, and functional annotations.Job DutiesUtilize patch clamp recordings, single-cell RNA-sequencing, machine learning, and sophisticated genetics tools to decipher cellular constituents of brain circuits across cortical areas and species with molecular, electrophysiological, and functional annotations.Probe and define the cellular constituents of brain circuits in both health and diseases.Evaluate and analyze advanced research data.Summarize research findings and publish results in research journals.Minimum QualificationsEducation: Ph.D in Basic Science, Health Science, or a related field.Experience: None required.Preferred QualificationsPrevious experience in single-cell RNA-sequencing and bioinformatics analyses of large sequencing datasets.Previous experience with developing new bioinformatic methods.Previous experience in vitro whole-cell patch recoding.OtherYou can learn more about our research at https://www.bcm.edu/research/labs/xiaolong-jiangBaylor College of Medicine is an Equal Opportunity/Affirmative Action/Equal Access Employer. 2369PD",3.6,"Baylor College of Medicine
3.6","Houston, TX",-1,5001 to 10000 Employees,1900,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1
Postdoctoral Fellow,$38K-$59K (Glassdoor est.),"The Department of BioHealth Informatics at the Indiana University-Purdue University Indianapolis has an open postdoctoral position to study computational proteomics. This is an annual renewable appointment for up to five years subject to performance and funding. The postdoc will work with Dr. Xiaowen Liu (https://xwliu.pages.iu.edu/) on designing and implementing software tools for analyzing mass spectrometry data. Research areas will focus on algorithm design, machine learning, and proteomics data analysis.QualificationsThe ideal candidate will have a PhD in computing, statistics, or bioinformatics; a strong background in data analytics, machine learning, and mathematical modeling, a strong interest in bioinformatics, and solid C++ programming skills for software development in Linux.Job Type: Full-timePay: $50,000.00 - $55,000.00 per yearBenefits:* Dental Insurance* Flexible Spending Account* Health Insurance* Retirement Plan* Vision InsuranceSchedule:* Day shift* Monday to FridayExperience:* Machine Learning: 1 year (Preferred)* Data Analytics: 1 year (Preferred)* Linux: 1 year (Preferred)* C/C++: 1 year (Preferred)Education:* Doctorate (Required)Work Location:* One locationCompany's website:* https://soic.iupui.edu/Work Remotely:* Temporarily due to COVID-19",4.3,"Indiana University-Purdue University Indianapolis
4.3","Indianapolis, IN",-1,10000+ Employees,1820,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
Postdoctoral Research Associate,$38K-$59K (Glassdoor est.),"The Partnerships for Native Health at Washington State University is seeking applications for a Postdoctoral Research Associate in health economics. The Partnership for Native Health is a program within the Institute for Research and Education to Advance Community Health (IREACH), a team of about 70 faculty and staff engaged in conducting community-centered, multidisciplinary research, training and education, and outreach with underserved populations. Partnerships for Native Health is a unit under the IREACH umbrella that focuses on improving the health and quality of life of American Indian, Alaska Native, and Native Hawaiian and Pacific Islander populations. Research includes both observational and behavioral intervention studies, many of which involve randomized controlled effectiveness trials. Health economics questions relevant to sustainability and short- and long-term impact of interventions are of great interest to research funders and our community research partners. The position can be located in either Seattle or Pullman, Washington.

This is a temporarily funded, one (1) year postdoctoral fellowship with subsequent renewals subject to satisfactory performance, mutual consent, and available funding.

The appointment is in IREACH, with an academic appointment with the School of Economic Sciences at Washington State University. The position emphasizes health economics and empirical analyses of both randomized control trials and observational data.

The successful applicant will work with IREACH faculty, including a senior health economist, physicians, epidemiologists, psychologists, and biostatisticians, on the analysis of randomized controlled trials, all with American Indian, Alaska Native, and Native Hawaiian and Pacific Islander communities. IREACH supports a Research Methods Core, a collegial group of quantitative methodologists from various disciplines that are responsible for study design and quantitative research support for studies led by IREACH and other Washington State University investigators; the postdoctoral fellow will be a member of this group.

Current research with a priori specified health economics aims includes an NIH-funded Center with three multilevel behavioral intervention trials for improving blood pressure control in people with hypertension: a community-based intervention to increase the availability of healthy foods (American Indians); a provider- and patient-based intervention using home blood pressure monitoring and targeted physician alerts in a healthcare organization (Alaska Natives); and a peer-facilitated educational intervention that emphasizes low salt, healthy diets based on traditional foods (Native Hawaiian and Pacific Islanders). Another NIH-funded Center comprises three trials of behavioral interventions to reduce alcohol-related morbidity and mortality in American Indian and Alaska Native people: an intervention to prevent alcohol-exposed pregnancies among women of child-bearing age engaged in risky drinking behaviors; an intervention that incorporates a traditional cultural practice for reducing alcohol use among for individuals with alcohol use disorders; and an intervention to facilitate the transition from alcohol detoxification to appropriate outpatient treatment programs.

In addition to the IREACH methods core, the postdoctoral fellow will integrate into the Research Methods Cores for both of these NIH Centers, and will attend weekly meetings with a team of epidemiologists, biostatisticians, and other specialists to coordinate all aspects of providing quantitative research methods support to the Center projects. The final trial evaluates a system and behavioral intervention to prevent suicide by enhancing social connectedness among urban American Indian and Alaska Native young adults. IREACH is involved with numerous other research studies with potential for health economics science, and the postdoc will receive mentoring and support in grant writing and other activities necessary to obtain funding for additional projects based on their interests and professional goals. The postdoc will be assigned other duties related to Native Health as appropriate.

In addition, Partnerships for Native Health is involved in analyzing observational data collected by the Indian Health Service at 15 care-delivery sites from across the continental United States and Alaska. Initially, the analyses will examine diagnosis, treatment, and service utilization of patients with Alzheimer’s disease and related dementias. We expect to expand the analysis of this data to other health conditions. The fellow also will be expected to participate in efforts to acquire additional funding through competitive grant applications.

The postdoctoral fellow will be directly supervised and mentored by a senior health economist in the School of Economic Sciences and by the director of the Partnerships for Native Health. Additional support and mentoring will come from faculty in other disciplines, as appropriate and needed.

Additional Information

Competitive benefits available hrs.wsu.edu/benefits

The University
Founded in 1890 in Pullman, Washington State University (WSU) is Washington’s land-grant university with an overarching mission of improving the quality of life for all citizens – locally, nationally, and globally. WSU is committed to innovation and excellence in research and scholarship. WSU has a current enrollment of over 30,000 undergraduate, graduate, and professional students and approximately 6,000 faculty and staff at its five campuses (Pullman, Spokane, Tri-Cities, Vancouver, and Everett), as well as its numerous other locations across the State of Washington and online through its Global Campus.

U.S. News & World Report’s 2016 “America’s Best Colleges” rankings place WSU in the top 75 public national universities. WSU was one of only three Northwest universities to be placed in the top two tiers, along with the University of Washington and the University of Oregon. WSU is ranked as a “highest research activity” institution by the Carnegie Foundation and is in the top 12 percent of research universities as reported by the National Science Foundation. Also, WSU was recognized by the Carnegie Foundation for the Advancement of Teaching for its engagement activities with its Community Engagement Classification.

WSU employs approximately 6,000 faculty and professional staff and the University deeply values diversity among its faculty, students, and staff. WSU students represent diverse social, economic, and ethnic backgrounds: approximately 10 percent of WSU students hail from outside the state of Washington, and approximately 6.8 percent are international students. WSU annually awards more than $280 million in scholarships and financial aid to approximately 17,000 undergraduate students.

Anticipated Start Date 07/01/2020 Tenure Track No Full-Time/Part-Time Full Time Appointment Status Temporary Position Term in Months 12.00 Monthly Salary Commensurate with qualifications and experience. Required Qualifications

PhD in Economics or related field by time of appointment and experience in statistics or biostatistics.

Preferred Qualifications

Aptitude for communicating clearly about health economics concepts, study design, and research findings to non-specialists and lay-audiences.

Experience analyzing randomized controlled trials.

Experience working with data.

Experience with Native populations.

Background Check Yes
Type of Recruitment Open Recruitment
Posting Open Date 05/06/2020
Screening Begin Date 05/19/2020
Posting Close Date
Open Until Filled (overrides close field) Yes
Special Instructions to Applicants

At the time of application, please be prepared to submit the following documents 1) cover letter, 2) curriculum vitae, 3) contact information for at least three professional (3) references, 4) research statement, and 5) an example of your work in published form. Application materials should clearly communicate how the applicant meets all required qualifications and additional requirements.

Recommendation letters will be automatically requested of your three professional references for candidates identified as top finalists.

The screening of application materials will begin on May 19, 2020 and continue until a suitable candidate has been identified.

EEO Statement

WASHINGTON STATE UNIVERSITY IS AN EQUAL OPPORTUNITY/AFFIRMATIVE ACTION EDUCATOR AND EMPLOYER. Members of ethnic minorities, women, special disabled veterans, veterans of the Vietnam-era, recently separated veterans, and other protected veterans, persons of disability and/or persons age 40 and over are encouraged to apply.

WSU is committed to excellence through diversity and faculty-friendly policy action, including partner accommodation and NSF ADVANCE Institutional Transformation programs (http://www.advance.wsu.edu/).

WSU employs only U.S. citizens and lawfully authorized non-U.S. citizens. All new employees must show employment eligibility verification as required by the U.S. Citizenship and Immigration Services.

WSU is committed to providing access and reasonable accommodation in its services, programs, activities, education and employment for individuals with disabilities. To request disability accommodation in the application process, contact Human Resource Services: 509-335-4521(v), Washington State TDD Relay Service: Voice Callers: 1-800-833-6384; TDD Callers: 1-800-833-6388, 509-335-1259(f), or hrs@wsu.edu.

Posting Number 20152708F",4.0,"Washington State University
4.0","Seattle, WA",-1,5001 to 10000 Employees,1890,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),-1
Postdoctoral Research Associate,$38K-$59K (Glassdoor est.),"Position Title Postdoctoral Research Associate
About the University Western Washington University, with over 16,000 students in seven colleges and the graduate school, is nationally recognized for its educational programs, students and faculty. The campus is located in Bellingham, Washington, a coastal community of 90,000 overlooking Bellingham Bay, the San Juan Islands and the North Cascades Mountain range. The city lies 90 miles north of Seattle and 60 miles south of Vancouver, British Columbia. Western is the highest-ranking public, master's-granting university in the Pacific Northwest, according to the 2019 U.S. News & World Report rankings.
About the Department

The Department of Physics and Astronomy is comprised of 16 full-time faculty and 110 undergraduate physics majors. Physics B.S. and Math/Physics B.A.Ed. degrees are offered in addition to minor degrees in both physics and astronomy. In recent years, the department has placed increased emphasis on providing meaningful research opportunities for its majors, including hiring new tenure-track faculty committed to undergraduate research. Members of the department are also active in the development of new educational materials and innovative teaching methods. The common vision shared within the department is to make the WWU Department of Physics and Astronomy the most outstanding undergraduate program of its kind in the nation.

The department and college are committed to creating equitable and inclusive learning and working environments for their students, faculty and staff. A number of faculty-led initiatives and committees focus on diversity and inclusivity in the classroom and beyond. The college’s STEM Inclusion & Outreach Specialist, who also teaches in the Department of Physics and Astronomy, maintains partnerships with faculty and inclusion programs locally and nationally that are devoted to recruitment and advancement of underrepresented students in STEM. New faculty are supported by mentoring both within the department and through university-wide initiatives, and individual faculty involvement in the Faculty Success Program has recently been supported by our department. Student clubs such as SACNAS, Physicists for Inclusion in STEM (PhIS), and Out in Science are also vital to advancing inclusion within the college.

Detailed information is available for the Department of Physics and Astronomy at http://www.wwu.edu/physics.

The Department and the College of Science and Engineering support WWU’s mission, which states that together with our students, staff, and faculty, we are committed to making a positive impact in the state and the world with a shared focus on academic excellence and inclusive achievement. We encourage applications from women, people of color, people with disabilities, veterans, and other candidates from underrepresented backgrounds and with diverse experiences interested in this opportunity.
About the Position

The position is for a postdoctoral research associate in theoretical and computational quantum science. The postdoc will assist the PI (Armin Rahmani) and the co-PI, Dr. Pouyan Ghaemi from the City University of New York (CUNY), with numerical simulations of the dynamics of fractional quantum Hall states and designing associated algorithms for quantum computers. They will also work on writing manuscripts to disseminate the results. The postdoc is to be hired by Western in the first year of this two-year project and by CUNY in the second year.

Duties will include:
Perform numerical simulations (coding an running) of the dynamics of fractional quantum Hall states
Help design associated circuits and algorithms for quantum computers
Contribute to writing manuscripts to disseminate the results

Required Qualifications
Ph.D. in theoretical or computational physics or closely related fields.
Research experience in the general area of quantum science (e.g., quantum information or computation, nonequilibrium quantum dynamics, quantum condensed matter physics, etc.).
Excellent numerical and computational skills.
Significant record of peer-reviewed publications.
Strong communication skills.

Preferred Qualifications
Demonstrated commitment to cultivating equitable and inclusive learning and working environments for students, faculty and staff.
Familiarity with the physics of strongly correlated quantum systems, such as fractional quantum Hall states.
Experience with nonequilibrium quantum dynamics.
Experience with the development of quantum circuits and algorithms.

Salary

Commensurate with experience and qualifications
Bargaining Unit

United Faculty of Western Washington
Application Instructions

Applications must include (1) a detailed cover letter addressing your experience related to the position responsibilities and the required and preferred qualifications, including your demonstrated commitment to cultivating equitable and inclusive learning and working environments for students, faculty and staff, (2) a research statement, (3) a full curriculum vitae, and (4) the names, addresses, e-mail addresses, and telephone numbers of three professional references. Letters of recommendation will be requested only for semi-finalists. All application materials must be uploaded at http://www.wwu.edu/jobs.
Closing Date Notes Application review begins September 7, 2020; position is open until filled.

Western Washington University (WWU) is an equal opportunity and affirmative action employer committed to assembling a diverse, broadly trained faculty and staff. Women, minorities, people with disabilities and veterans are strongly encouraged to apply. In compliance with applicable laws and in furtherance of its commitment to fostering an environment that welcomes and embraces diversity, WWU does not discriminate on the basis of race, color, creed, religion, national origin, sex (including pregnancy and parenting status), disability, age, veteran status, sexual orientation, gender identity or expression, marital status or genetic information in its programs or activities, including employment, admissions, and educational programs. See WWU’s Policy on Ensuring Equal Opportunity and Prohibiting Discrimination and Retaliation. Inquiries may be directed to the Office of Civil Rights and Title IX Compliance, Title IX and ADA Coordinator, Western Washington University, Old Main 345 (MS 9021), 516 High Street, Bellingham, WA 98225; 360.650.3307 (voice) or 711 (Washington Relay); crtc@wwu.edu

Annual Security and Fire Safety Report: This report is provided pursuant to the Jeanne Clery Disclosure of Campus Security Policy and Campus Crime Statistics Act (""The Clery Act""). It includes statistics for the previous three calendar years concerning reported crimes that occurred on Western's campus; in certain off-campus buildings or property owned or controlled by Western; and on public property within, or immediately adjacent to and accessible from, the campus. The report also includes institutional policies concerning campus security, such as policies concerning alcohol and drug use, crime prevention, the reporting of crimes, sexual assault, and other matters. You can obtain a copy of this report in printed or alternate formats by contacting the Office of the Vice President for Enrollment and Student Services at vpsa.office@wwu.edu. The report can be found at: Annual Security and Fire Safety Report.

WWU is committed to providing reasonable accommodations to qualified individuals with disabilities upon request. To request this document in an alternate format or to request an accommodation, please contact Human Resources Disability Services, 360.650.3774 or 711 (Washington Relay).

All new employees must comply with the immunization policy and show employment eligibility verification as required by the U.S. Citizen and Immigration Service before beginning work at WWU. A thorough background check will be conducted on all new hires.",4.3,"Western Washington University
4.3","Bellingham, WA",-1,201 to 500 Employees,1893,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1
Postdoctoral Research Associate,$38K-$59K (Glassdoor est.),"Postdoctoral Research Associate (PRA) will engage in full-time advanced research training under the supervision and direction of faculty sponsor in the sponsorâs research program. PRAâs are supported by the College and, as appropriate, by the sponsorâs grants. PRAâs must relocate to the sponsorâs location for active participation in the sponsorâs program of research and to take advantage of the many interdisciplinary scientific opportunities afforded by the University. Program outcomes focus on accelerating the traineeâs entry into a research career and include: 1) give a minimum of one research presentation per year( e.g. conference, meeting, seminar, or brown bag); 2) Attend/watch a minimum of 8 out of 12 monthly lectures/seminars that support your research; 3) Submit a grant proposal as Principal Investigator to NIH or other appropriate funding source each year or until funding is received; 4) Submit a minimum of two refereed journal articles as first author; 5) Submit a minimum of one abstract for a presentation at a regional or national research conference Expectations of this program are: 1. Achieve and/or make acceptable progress toward achieving CENTRIC Postdoc Yearly Outcomes. 2. Submit an Individual Development Plan (IDP) within 3 months of entrance to the program. 3. Complete Responsible Conduct of Research (RCR) training within first 6 months of assignment (if needed). 4. Devote 100% effort to research activities unless a different allocation negotiated. 5. Remain current on all required regulatory training based on your project and institutional requirements. 6. Meet with primary mentor weekly and other mentors as needed to discuss progress and concerns. Meet with mentoring team every 6 months 7. Meet (along with your mentor(s)) with the chair of the CENTRIC Postdoc Committee at least twice year (every 6 months). 8. Submit an annual written report to be reviewed by the CENTRIC Postdoc Committee prior to submission to UNMC Office of Postdoctoral Education 9. Join or continue active participation in a regional or national professional organization that supports your research efforts.Omaha, NE",-1,University of Nebraska Medical Center UNMC,"Omaha, NE",-1,-1,-1,-1,-1,-1,-1,-1
Post-Doc Fellow - Center for Translational Medicine - Lab of Dr. Bin Wang,$38K-$59K (Glassdoor est.),"To use their training in structural biology, biochemistry and molecular biology to design and execute experiments related to an NIH-sponsored research project in the lab.

Collects and assembles data for any type of oral or written presentation.
Independently develops scientific hypotheses related to ongoing work in the laboratory.
Independently designs experiments to test hypotheses.
Independently carries out or delegates procedures for experiments.
Analyzes results of experiments independently.
Independently prepares oral and written reports for the P.I. on research to include, but not limited to: coherently and effectively communicating our laboratory research by writing abstracts, manuscripts, grant proposals and data reports for grants and oral presentations with corresponding slide presentation for PI, local and national meetings.
Performs routine and more difficult procedures, analyzes data and coherently presents results in the form of presentations, abstracts, manuscripts and the basis for grant writing, preparation and submission.
Ph.D., in structural biology and molecular biology. Previous experience in an academic lab setting preferred.

Jefferson Health delivers state of the art healthcare services to patients throughout the Delaware Valley and southern New Jersey. Jefferson (Philadelphia University + Thomas Jefferson University) provides more than 8,400 full and part-time students from nearly 40 states and 40 countries with 21st century professional education. Combined, we have over 30,000 employees.

Jefferson Health, with 14 hospitals (seven are Magnet designated by the ANCC for nursing excellence) and 40+ outpatient and urgent care locations, offers a broad range of primary and complex, highly specialized care that touches the lives of more than four million patients annually. U.S. News & World Report has ranked Thomas Jefferson University Hospital among the nation’s best in eight specialties. Jefferson Health also includes the NCI designated Sidney Kimmel Cancer Center; it is one of only 70 such centers in the nation.

Thomas Jefferson University has ten colleges and three schools that offer more than 160 undergraduate and graduate programs. Our University is dedicated to inter-professional and transdisciplinary approaches to learning that offer a vibrant and expandable platform for professional education. Through this unique model, we are preparing our students for current and yet to be imagined careers.

As an employer, Jefferson maintains a commitment to provide equal access to employment. Jefferson values diversity and encourages applications from women, members of minority groups, LGBTQ individuals, disabled individuals, and veterans.",4.0,"Jefferson - Center City, Philadelphia, PA
4.0","Philadelphia, PA",-1,5001 to 10000 Employees,1817,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),-1
Post-Doc Fellow - Department of Neurosciences - Lab of Dr. Chang - Gyu Hahn,$38K-$59K (Glassdoor est.),"To use their training in structural biology, biochemistry and molecular biology to design and execute experiments related to an NIH-sponsored research project in the lab.

Collects and assembles data for any type of oral or written presentation.
Independently develops scientific hypotheses related to ongoing work in the laboratory.
Independently designs experiments to test hypotheses.
Independently carries out or delegates procedures for experiments.
Analyzes results of experiments independently.
Independently prepares oral and written reports for the P.I. on research to include, but not limited to: coherently and effectively communicating our laboratory research by writing abstracts, manuscripts, grant proposals and data reports for grants and oral presentations with corresponding slide presentation for PI, local and national meetings.
Performs routine and more difficult procedures, analyzes data and coherently presents results in the form of presentations, abstracts, manuscripts and the basis for grant writing, preparation and submission

#GD

Ph.D., in structural biology and molecular biology. Previous experience in an academic lab setting preferred.

Jefferson Health delivers state of the art healthcare services to patients throughout the Delaware Valley and southern New Jersey. Jefferson (Philadelphia University + Thomas Jefferson University) provides more than 8,400 full and part-time students from nearly 40 states and 40 countries with 21st century professional education. Combined, we have over 30,000 employees.

Jefferson Health, with 14 hospitals (seven are Magnet designated by the ANCC for nursing excellence) and 40+ outpatient and urgent care locations, offers a broad range of primary and complex, highly specialized care that touches the lives of more than four million patients annually. U.S. News & World Report has ranked Thomas Jefferson University Hospital among the nation’s best in eight specialties. Jefferson Health also includes the NCI designated Sidney Kimmel Cancer Center; it is one of only 70 such centers in the nation.

Thomas Jefferson University has ten colleges and three schools that offer more than 160 undergraduate and graduate programs. Our University is dedicated to inter-professional and transdisciplinary approaches to learning that offer a vibrant and expandable platform for professional education. Through this unique model, we are preparing our students for current and yet to be imagined careers.

As an employer, Jefferson maintains a commitment to provide equal access to employment. Jefferson values diversity and encourages applications from women, members of minority groups, LGBTQ individuals, disabled individuals, and veterans.",4.0,"Jefferson - Center City, Philadelphia, PA
4.0","Philadelphia, PA",-1,5001 to 10000 Employees,1817,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),-1
Postdoctoral Research Associate,$38K-$59K (Glassdoor est.),"Postdoctoral Research Associate (PRA) will engage in full-time advanced research training under the supervision and direction of faculty sponsor in the sponsorâs research program. PRAâs are supported by the College and, as appropriate, by the sponsorâs grants. PRAâs must relocate to the sponsorâs location for active participation in the sponsorâs program of research and to take advantage of the many interdisciplinary scientific opportunities afforded by the University. Program outcomes focus on accelerating the traineeâs entry into a research career and include: 1) give a minimum of one research presentation per year( e.g. conference, meeting, seminar, or brown bag); 2) Attend/watch a minimum of 8 out of 12 monthly lectures/seminars that support your research; 3) Submit a grant proposal as Principal Investigator to NIH or other appropriate funding source each year or until funding is received; 4) Submit a minimum of two refereed journal articles as first author; 5) Submit a minimum of one abstract for a presentation at a regional or national research conference Expectations of this program are: 1. Achieve and/or make acceptable progress toward achieving CENTRIC Postdoc Yearly Outcomes. 2. Submit an Individual Development Plan (IDP) within 3 months of entrance to the program. 3. Complete Responsible Conduct of Research (RCR) training within first 6 months of assignment (if needed). 4. Devote 100% effort to research activities unless a different allocation negotiated. 5. Remain current on all required regulatory training based on your project and institutional requirements. 6. Meet with primary mentor weekly and other mentors as needed to discuss progress and concerns. Meet with mentoring team every 6 months 7. Meet (along with your mentor(s)) with the chair of the CENTRIC Postdoc Committee at least twice year (every 6 months). 8. Submit an annual written report to be reviewed by the CENTRIC Postdoc Committee prior to submission to UNMC Office of Postdoctoral Education 9. Join or continue active participation in a regional or national professional organization that supports your research efforts.Omaha, NE",-1,University of Nebraska Medical Center UNMC,"Omaha, NE",-1,-1,-1,-1,-1,-1,-1,-1
Postdoctoral Research Associate - S. Krupenko Lab,$38K-$59K (Glassdoor est.),"Please note that this position is located on the NC Research Campus in Kannapolis, NC, approximately 2 hours from Chapel Hill. The Sergey Krupenko Lab at the Nutrition Research Institute is seeking two energetic and talented postdoctoral researchers to study the function of folate enzymes ALDH1L1 and ALDH1L2 in cellular metabolism and their association with human diseases. The projects will utilize cell culture and mouse models to answer questions about the role of folate metabolizing enzymes and dietary folate in liver and brain function, tumorigenesis, cancer progression, and metastasis. The postdoc will study the role of ALDH1L1 and ALDH1L2 enzymes in the regulation of cellular metabolism and association of these proteins with human diseases.Minimum Qualifications:REQUIRED QUALIFICATIONS: Experience with protein expression & purification and modern cell biology techniques. PREFERRED QUALIFICATIONS: Experience with mouse studies.PhD in biochemistry or other relevant field.Position Number:PDS002796Posting Date:07/13/2020Closing Date:American Recovery & Reinvestment Act Funded:No",4.2,"UNC-Chapel Hill
4.2","Chapel Hill, NC",-1,1 to 50 Employees,-1,College / University,Colleges & Universities,Education,$1 to $5 million (USD),-1
Postdoctoral Fellow,$38K-$59K (Glassdoor est.),"Data Driven Material Discovery (DDMD) Center for Bioengineering Innovation is a newly founded center that is funded by the National Science Foundation. The center goal is to develop next generation nanoscale coatings for regulating biofilm formation on the technologically relevant materials. The DDMD Postdoctoral Fellow along with other team members will answer the questions regarding multi-cellular bacterial pattern formation, biofilms assembly and quantification of the variation in biofilm architecture, and the genetic basis of biofilm phenotypes developed under the influence of precisely engineered 2D coatings by applying omics tools. The researcher will design and execute experiments using cellular and molecular biological assays to investigate the molecular ecology and genetic make-up of biofilms; and how biofilms interact within different environments.

A Ph.D. in Biochemical Engineering, Bioinformatics, Biotechnology, Environmental Engineering, Microbiology, Molecular biology, or related field is required. Applicants should have an excellent publication record in relevant fields. We seek a highly motivated postdoc candidate with strong experimental skills and solid background in molecular and synthetic biology, biofilm imaging analyses, metabolic flux balance analyses, and genomic/transcriptomic analyses. The candidate is expected to have a prior experience in biofilm characterization; proficiency at the bench in various molecular biology techniques; multi-omics data analyses; and advanced genome editing techniques. In addition, experience with next-generation sequencing and writing high-level scientific reports and manuscripts are preferred.

Established in 1885, the South Dakota School of Mines & Technology is a science and engineering research university located in Rapid City, South Dakota. South Dakota Mines is a public university offering bachelor’s, master’s, and doctoral degrees in engineering and science.

Known for our academic rigor, we maintain an average class size of 24. Our students benefit from immersive learning experiences including undergraduate research, co-ops/internships, and numerous nationally competitive engineering teams. Our Research Programs are concentrated in four areas: energy and environment; materials and manufacturing; STEM education; and underground science and engineering.

South Dakota Mines is a growing university that enrolls around 2,550 students from 46 states and 41 countries and is ranked as the best engineering school for return on investment out of 302 similar institutions across the United States. The SD Mines placement rate for recent graduates is 97 percent.

Rapid City is the state’s second largest city (with an urban population of 75,443 and metropolitan population of 148,749) and is nestled at the foot of the beautiful Black Hills. Mount Rushmore, Badlands National Park and Crazy Horse Memorial are all within an hour of the University. Rapid City enjoys a relatively mild climate and offers year-round recreational opportunities, including, hiking, bicycling, skiing, snowboarding, fishing, and hunting, to name a few. For more information about South Dakota Mines and Rapid City, visit: http://sdsmt.edu/The-Rushmore-Region/.

South Dakota Mines is committed to recruiting and retaining a diverse workforce and offers an excellent comprehensive benefits package including paid medical and life insurance for our employees, as well as medical, dental and vision coverage for spouses and dependents; retirement plans; paid holidays; and a generous vacation and sick day allowance. Individuals interested in this position must apply online at http://www.sdsmt.edu/employment. Human Resources can provide accommodation to the online application process and may be reached at (605) 394-1203. Review of applications will begin on June 18, 2020, and will continue until the position is filled. Employment is contingent upon completion of a satisfactory background investigation.",4.1,"South Dakota School of Mines & Technology
4.1","Rapid City, SD",-1,201 to 500 Employees,1885,College / University,Colleges & Universities,Education,$50 to $100 million (USD),-1
